demo_id,domain,status,mode,returncode,seconds,code_sha256,stdout_path,stderr_path,stdout_sha256,stderr_sha256,notes
33,standard_model,PASS,cert,0,0.570061,33413bbb5d92dc70572d72e928f9adf6e165b493a74ed01da1bb19e1361460af,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/standard_model__demo-33-first-principles-standard-model-sm28-closure.out.txt,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/standard_model__demo-33-first-principles-standard-model-sm28-closure.err.txt,e99729564a0915a259accc26d954a8893e430a92ebd9296f2122445d003a5428,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
34,bridge,PASS,run,0,0.764374,396c4588e85de170a7ea898ac1311b1f09ae7cef7024cc8f619ccb82cc00de1e,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/bridge__demo-34-omega-sm-master-flagship-v1.out.txt,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/bridge__demo-34-omega-sm-master-flagship-v1.err.txt,293d66e010cba797a4f1f206145498fdc1f6b8538a3a2d24f392f0ce7bd69fd8,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
36,cosmo,PASS,run,0,16.898526,be1384b930644f1d3e142422a1603811e2363014c4824850de0b205d4519bc8f,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/cosmo__demo-36-big-bang-master-flagship.out.txt,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/cosmo__demo-36-big-bang-master-flagship.err.txt,ad7ad01cb8a2eb2815cfcb4eaf267a91b28b48e015ef20cf803fbf9d1c24fbfe,8a127c70176f7aaf960b1d05e9a2d7faa5ada4d4a75b14b935cc1d256a2e6fd4,
37,standard_model,PASS,run,0,0.236403,2278243c792ac568e606e097da916f958d26486f4c96367cef7bba5914aac20b,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/standard_model__demo-37-math-sm-master-flagship.out.txt,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/standard_model__demo-37-math-sm-master-flagship.err.txt,5010fa01029ed84cc1c634ee3b5636b87132c24adb55e013b635f2a0aaceda09,fa7469ec28d85a25f1673d080d3e681cf07623cdbb3f031dcdbe5bf731de5745,
39,cosmo,PASS,run,0,0.344715,e72e7790657950b2f91ec38c3a9014394a10ed5ad0d48ede23e29a124edf1b64,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/cosmo__demo-39-bb-a2.out.txt,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/cosmo__demo-39-bb-a2.err.txt,17e1ed9cb0e55ab42395cb52a9fe535da19a08d898c9d4898d71c29da3d5be8e,1d387fcbd16df8bad75dbbdf152f1d6614037fa87fbdf67cfde1f2149321c33a,
40,substrate,PASS,run,0,0.267574,b12dd83a0b14307ec17de80f1286391c85bdae6904536a556a4e35d9445e7eb4,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/substrate__demo-40-universe-from-zero.out.txt,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/substrate__demo-40-universe-from-zero.err.txt,6a60d85c603ecd266f3a3258152fc2d704b7dc5bfb53e44a1408946f337cc796,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
51,general_relativity,PASS,run,0,0.061332,f0912b3074c3de95e9b8e78cbc92dd5a1c576a65b31587889009bdbfd838e870,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/general_relativity__demo-51-qft-gr-vacuum-suppression.out.txt,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/general_relativity__demo-51-qft-gr-vacuum-suppression.err.txt,8f033f8973a4b2924dac4713c9cf1a005cff53bf293cb6ec1b442f204a7de0c3,35c80af9739e17ee611fa001036951b10126d268e2e8c09073659a1536a2a96b,
53,foundations,PASS,run,0,0.596638,3bb3ee1797bb7e46bbd488f7c27a631b6677a28d6b026623bd9fcb76bd04b45d,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/foundations__demo-53-lawbook-emergence.out.txt,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/foundations__demo-53-lawbook-emergence.err.txt,6734da516df09d588bd58935c093ecba9d8b22fde4d3bd5b752a2410749171e6,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
54,standard_model,PASS,run,0,2.453094,c43a2a3b36de4d68a45882247387ca0746ecb1ebc27a486d1dd359b95820ee65,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/standard_model__demo-54-master-flagship-demo.out.txt,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/standard_model__demo-54-master-flagship-demo.err.txt,5e6a2cd48535923c02e1d0ebb9042e2809d73e82349222ac6144cd36c580795b,895fd24a412edb6859f1ef50adcb189acc1efbc15057b2383c6dddae5d8ae2ac,
55,standard_model,PASS,run,0,0.059042,d614263c9bf5aa4aba59c632765808ae521f5834390a1b6dc9cfb2ce712a3a49,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/standard_model__demo-55-proton-charge-radius.out.txt,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/standard_model__demo-55-proton-charge-radius.err.txt,e62e55fbafe292a14dac145262574c37f8899cbeedd80f3fa80cf0b27049ef20,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
56,controllers,PASS,run,0,20.168655,833acd006473c7d3b15edab630458e0d6098299041ac0850bf0dd2e8805e90a6,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/controllers__demo-56-deterministic-operator-calculus-vs-fd.out.txt,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/controllers__demo-56-deterministic-operator-calculus-vs-fd.err.txt,a3da0e3b7643348936edf95efa8ce1cf0e4a82b4fa4801bdf3f578597b8e888a,f5e77d1c0760411daab72a905be3a6857e6de36e2c294f89baae057b14b68404,
58,general_relativity,PASS,run,0,0.988176,4a573b4927fb8682d04293870edd17e90aa84c972f12da542e448a4eebc9b7be,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/general_relativity__demo-58-emergent-weak-field-gr.out.txt,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/general_relativity__demo-58-emergent-weak-field-gr.err.txt,2c9f246d9e35d88cada531c9bbff470f0994b7a9aec552682c5fb47ef86d16d1,f88b058fa935fe5c42dfe6b7c419ef5aff0af563f54f74a6a449e918601de914,
59,controllers,PASS,run,0,0.708291,e2c60511de1f189674d6de23fa3a2e49fe5515c9a6b14738e715d1adf3cf1b1f,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/controllers__demo-59-electromagnetism.out.txt,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/controllers__demo-59-electromagnetism.err.txt,496d1f18ab27bacc7af1e868d9151b336c3f2258470e2929cdf2e9e1d871abd8,d08bda10cb25f4a936eeab5960d1419880898b4d7558a46719818b03c013a318,
60,quantum,PASS,run,0,0.25654,fba4ac6667a7e649d774e3aee773be53362fd17c92af83a116c2122536b660f2,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/quantum__demo-60-quantum-master-flagship.out.txt,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/quantum__demo-60-quantum-master-flagship.err.txt,36e15ecf5713c08e63769279fbdea2fabcaa5fb841884792b355fc09b46c765c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
63,general_relativity,PASS,run,0,0.13658,ac29eabd147832e91543a2f1b2975d222ea526e2536e9c34a63e3fb193b4c37d,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/general_relativity__demo-63-gravitational-wave-inspiral-phasing.out.txt,GUM/authority_archive/AOR_20260123T030005Z_e9cff9d/GUM_BUNDLE_v30_20260123T030005Z/logs/general_relativity__demo-63-gravitational-wave-inspiral-phasing.err.txt,801b271c18ba7458727d7d7445eba33b89b5237088542dad2eb7973d77ab8f3c,d28d2cdfc44fd8aa9c1f8033ea98b5007dd8eb6976a2763e0873089fb2acf675,
