demo_id,domain,name,value,units,source_path,source_sha256,locator
36,cosmo,As,2.1005e-09,,demos/cosmo/demo-36-big-bang-master-flagship/_artifacts/camb_planck_params.json,7fedd0c25baca54a1d039e779d8012934d1cb6e906338a1964f437cacf8d8b63,As
36,cosmo,H0,67.36,,demos/cosmo/demo-36-big-bang-master-flagship/_artifacts/camb_planck_params.json,7fedd0c25baca54a1d039e779d8012934d1cb6e906338a1964f437cacf8d8b63,H0
36,cosmo,ns,0.9649,,demos/cosmo/demo-36-big-bang-master-flagship/_artifacts/camb_planck_params.json,7fedd0c25baca54a1d039e779d8012934d1cb6e906338a1964f437cacf8d8b63,ns
36,cosmo,ombh2,0.02237,,demos/cosmo/demo-36-big-bang-master-flagship/_artifacts/camb_planck_params.json,7fedd0c25baca54a1d039e779d8012934d1cb6e906338a1964f437cacf8d8b63,ombh2
36,cosmo,omch2,0.12,,demos/cosmo/demo-36-big-bang-master-flagship/_artifacts/camb_planck_params.json,7fedd0c25baca54a1d039e779d8012934d1cb6e906338a1964f437cacf8d8b63,omch2
36,cosmo,tau,0.0544,,demos/cosmo/demo-36-big-bang-master-flagship/_artifacts/camb_planck_params.json,7fedd0c25baca54a1d039e779d8012934d1cb6e906338a1964f437cacf8d8b63,tau
36,cosmo,RMS_Delta_TT_over_TT,0.08208179044727265,,demos/cosmo/demo-36-big-bang-master-flagship/_artifacts/camb_planck_vs_gum_metrics.json,07a26ed66a2be5814479d9ac46beedbd26553b711ae33f376a73481455522ea7,RMS_Delta_TT_over_TT
36,cosmo,ell_range[0],2,,demos/cosmo/demo-36-big-bang-master-flagship/_artifacts/camb_planck_vs_gum_metrics.json,07a26ed66a2be5814479d9ac46beedbd26553b711ae33f376a73481455522ea7,ell_range[0]
36,cosmo,ell_range[1],2000,,demos/cosmo/demo-36-big-bang-master-flagship/_artifacts/camb_planck_vs_gum_metrics.json,07a26ed66a2be5814479d9ac46beedbd26553b711ae33f376a73481455522ea7,ell_range[1]
36,cosmo,max_Delta_TT_over_TT,0.1411616709862622,,demos/cosmo/demo-36-big-bang-master-flagship/_artifacts/camb_planck_vs_gum_metrics.json,07a26ed66a2be5814479d9ac46beedbd26553b711ae33f376a73481455522ea7,max_Delta_TT_over_TT
36,cosmo,pass.RMS,False,,demos/cosmo/demo-36-big-bang-master-flagship/_artifacts/camb_planck_vs_gum_metrics.json,07a26ed66a2be5814479d9ac46beedbd26553b711ae33f376a73481455522ea7,pass.RMS
36,cosmo,pass.max,True,,demos/cosmo/demo-36-big-bang-master-flagship/_artifacts/camb_planck_vs_gum_metrics.json,07a26ed66a2be5814479d9ac46beedbd26553b711ae33f376a73481455522ea7,pass.max
36,cosmo,thresholds.RMS,0.05,,demos/cosmo/demo-36-big-bang-master-flagship/_artifacts/camb_planck_vs_gum_metrics.json,07a26ed66a2be5814479d9ac46beedbd26553b711ae33f376a73481455522ea7,thresholds.RMS
36,cosmo,thresholds.max,0.15,,demos/cosmo/demo-36-big-bang-master-flagship/_artifacts/camb_planck_vs_gum_metrics.json,07a26ed66a2be5814479d9ac46beedbd26553b711ae33f376a73481455522ea7,thresholds.max
36,cosmo,budgets_primary.K_primary,15,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,budgets_primary.K_primary
36,cosmo,budgets_primary.K_truth,31,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,budgets_primary.K_truth
36,cosmo,budgets_primary.N,64,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,budgets_primary.N
36,cosmo,budgets_primary.eps,0.18257418583505536,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,budgets_primary.eps
36,cosmo,budgets_primary.q2,30,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,budgets_primary.q2
36,cosmo,budgets_primary.q3,17,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,budgets_primary.q3
36,cosmo,budgets_primary.v2U,3,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,budgets_primary.v2U
36,cosmo,camb.available,True,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,camb.available
36,cosmo,camb.ell_peak,222.0,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,camb.ell_peak
36,cosmo,cosmo_structural.A_s,2.099094113200873e-09,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,cosmo_structural.A_s
36,cosmo,cosmo_structural.F_CMB,8.769614003336656,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,cosmo_structural.F_CMB
36,cosmo,cosmo_structural.H0,70.44939596437767,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,cosmo_structural.H0
36,cosmo,cosmo_structural.Omega_L,0.7543461749827816,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,cosmo_structural.Omega_L
36,cosmo,cosmo_structural.Omega_b,0.04498189308849704,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,cosmo_structural.Omega_b
36,cosmo,cosmo_structural.Omega_c,0.20067193192872132,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,cosmo_structural.Omega_c
36,cosmo,cosmo_structural.delta0,1.1408430115564869e-06,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,cosmo_structural.delta0
36,cosmo,cosmo_structural.deltaCMB,1.000475284975453e-05,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,cosmo_structural.deltaCMB
36,cosmo,cosmo_structural.ell1,219.94908732407637,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,cosmo_structural.ell1
36,cosmo,cosmo_structural.n_s,0.9647460711549101,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,cosmo_structural.n_s
36,cosmo,cosmo_structural.ombh2,0.02232504159011641,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,cosmo_structural.ombh2
36,cosmo,cosmo_structural.omch2,0.09959583553906406,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,cosmo_structural.omch2
36,cosmo,cosmo_structural.q3,17.0,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,cosmo_structural.q3
36,cosmo,cosmo_structural.tau,0.05397948497016616,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,cosmo_structural.tau
36,cosmo,counterfactuals[0].s2,263,,demos/cosmo/demo-36-big-bang-master-flagship/bb36_master_results.json,2b74b55734f7a4379402c3690644f5e05f1cde0b34aa5ddc0f7a6bfdf1b0dda9,counterfactuals[0].s2
